filename,experiment_id,success,valid,tool_chain,normalised_response,correct_answer,numeric_response,all_numbers,response
3-1_2_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 49, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus by dividing the total characters by the number of plays:

- als: 375/30 = 12.5
- am: 762/40 = 19.05
- ar: 140/8 = 17.5
- bash: 56/3 = 18.67
- cal: 3406/205 = 16.61
- cze: 364/11 = 33.09
- dutch: 2175/186 = 11.69
- eng: 11145/753 = 14.80
- fre: 17830/1940 = 9.19
- ger: 16125/750 = 21.5
- gersh: 1497/38 = 39.39
- greek: 449/40 = 11.23
- hun: 1718/74 = 23.22
- ibs: 754/37 = 20.38
- ita: 1768/157 = 11.26
- neolat: 95/5 = 19.0
- pol: 586/50 = 11.72
- ro: 667/30 = 22.23
- rom: 405/36 = 11.25
- rus: 3707/212 = 17.49
- shake: 1433/37 = 38.73
- span: 580/25 = 23.2
- swe: 769/68 = 11.31
- tat: 30/3 = 10.0
- test: 93/4 = 23.25
- u: 1132/47 = 24.09
- yi: 119/8 = 14.88

The corpus with the highest mean number of characters is gersh (German Shakespeare Drama Corpus) with 39.39 characters per play.

gersh"
1-4_3_extracted-info.json,1-4,True,True,['get_play_metadata'],105,103,105.0,[105],105
5-4_6_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
1-4_2_extracted-info.json,1-4,True,True,['get_play_metadata'],106,103,106.0,[106],106
3-1_3_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 48, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375 / 30 = 12.5
- am: 762 / 40 = 19.05
- ar: 140 / 8 = 17.5
- bash: 56 / 3 = 18.67
- cal: 3406 / 205 = 16.61
- cze: 364 / 11 = 33.09
- dutch: 2175 / 186 = 11.69
- eng: 11145 / 753 = 14.80
- fre: 17830 / 1940 = 9.19
- ger: 16125 / 750 = 21.5
- gersh: 1497 / 38 = 39.39
- greek: 449 / 40 = 11.23
- hun: 1718 / 74 = 23.22
- ibs: 754 / 37 = 20.38
- ita: 1768 / 157 = 11.26
- neolat: 95 / 5 = 19
- pol: 586 / 50 = 11.72
- ro: 667 / 30 = 22.23
- rom: 405 / 36 = 11.25
- rus: 3707 / 212 = 17.48
- shake: 1433 / 37 = 38.73
- span: 580 / 25 = 23.2
- swe: 769 / 68 = 11.31
- tat: 30 / 3 = 10
- test: 93 / 4 = 23.25
- u: 1132 / 47 = 24.09
- yi: 119 / 8 = 14.88

The highest mean is German Shakespeare Drama Corpus (gersh) with 39.39 characters per play.

gersh"
5-2_6_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
3-2_10_extracted-info.json,3-2,False,False,[],,fre,,[],
4-1_6_extracted-info.json,4-1,False,False,[],,Open question,,[],
1-2_2_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
4-3_2_extracted-info.json,4-3,True,,"['get_corpus', 'get_corpus_metadata']",1890,Open question,1890.0,"[68, 1880, 1900, 1880, 1885, 35, 65, 1886, 1893, 40, 60, 1894, 1900, 42, 58, 1880, 40, 1890]","Based on the Swedish Drama Corpus data (68 plays, 1880-1900), here's the gender distribution over time:

**Early Period (1880-1885):** Female characters: ~35%, Male characters: ~65%

**Middle Period (1886-1893):** Female characters: ~40%, Male characters: ~60%

**Late Period (1894-1900):** Female characters: ~42%, Male characters: ~58%

**Key trend:** Female representation increased from approximately one-third in the early 1880s to over 40% by the 1890s. Notably, some plays by female authors (Leffler, Indebetou) featured majority female casts, while male-dominated plays remained common. The overall tendency shows a gradual rise in female character roles throughout the period."
4-1_7_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-2_7_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
4-3_3_extracted-info.json,4-3,True,,"['get_corpus_metadata', 'get_api_feature']",1890,Open question,1890.0,"[67, 1880, 1900, 1880, 1885, 60, 70, 3, 1, 2, 1, 1886, 1892, 50, 50, 1893, 1900, 100, 54, 1880, 1890]","Based on the Swedish drama corpus metadata (67 plays from 1880-1900), here's the gender distribution trend:

**Early Period (1880-1885):** Male-dominated with ~60-70% male speakers
- Male/Female ratios range from 3:1 to 2:1

**Mid Period (1886-1892):** More balanced, approaching 50-50 split
- Several plays with equal or near-equal gender representation

**Late Period (1893-1900):** Female-dominated emerges
- Plays like ""Moster Malvina"" (100% female) and ""Leffler's Hur man gör godt"" (54% female characters)
- Strindberg shows increased female representation

**Overall trend:** Swedish drama shifts from male-dominated (1880s) → increasingly gender-balanced (1890s) → with notable female-centered plays by century's end, reflecting Scandinavian literary modernism's engagement with gender roles."
1-2_3_extracted-info.json,1-2,True,True,"['get_play_characters', 'get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
5-4_9_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters', 'get_play_metadata']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",3.0,"[4, 5, 0, 5, 42, 895, 3]","Based on the character data, Foppendorf is the protagonist. He has:
- The highest degree (4) and weighted degree (5) in the network
- The highest betweenness centrality (0.5)
- The most speech acts (42)
- The most words (895)
- Appears in 3 scenes (the most of any character)

Foppendorf"
4-1_4_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-2_4_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
5-4_8_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
4-3_1_extracted-info.json,4-3,True,,"['get_corpus_metadata', 'get_api_feature_list']",1900,Open question,1900.0,"[1880, 1890, 60, 40, 1887, 5, 4, 1891, 1900, 50, 55, 45, 50, 1885, 16, 19, 1891, 8, 0, 1889, 11, 11, 1880, 1900]","Based on the Swedish drama corpus metadata, here's the gender distribution trend:

## Gender Distribution in Swedish Drama Over Time

**Early Period (1880-1890s):**
- Male-dominated: ~60% male, 40% female speakers
- Example: Strindberg's *Fadren* (1887): 5 male, 4 female

**Mid-to-Late Period (1891-1900):**
- More balanced: ~50-55% male, 45-50% female speakers
- Notable shift toward female-centered plays
- Example: Leffler's *Hur man gör godt* (1885): 16 male, 19 female

**Peak Female Representation:**
- Leffler's *Moster Malvina* (1891): 8 female, 0 male
- Topelius's *Station Sylvester* (1889): 11 female, 11 male

**Overall Pattern:** A pronounced **shift toward gender balance/female prominence from 1880s to 1900**, driven largely by female playwrights (Leffler, Benedictsson) and those writing comedies and domestic dramas."
1-2_1_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
5-2_5_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
4-1_5_extracted-info.json,4-1,False,False,[],,Open question,,[],
1-2_7_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
4-3_7_extracted-info.json,4-3,True,,['get_corpus_metadata'],1900,Open question,1900.0,"[1880, 1890, 2, 1, 2, 3, 5, 15, 1890, 1900, 19, 16, 1880, 1900, 1880, 1900]","Based on the Swedish drama corpus metadata, here's the gender distribution trend over time:

**Summary:**
- **Early 1880s-1890s**: Male-dominated with roughly 2:1 male-to-female ratio (e.g., Strindberg plays averaging 2-3 female to 5-15 male speakers)
- **1890s-1900**: Gradual shift toward greater female representation, with some plays reaching near parity (e.g., Leffler's ""Hur man gör godt"": 19 female vs 16 male speakers)
- **Female authors' works** (Leffler, Benedictsson): More balanced or female-majority casts
- **Overall trend**: Increasing female speaker presence through the 1880s-1900 period, particularly in comedies and works by female playwrights

The corpus spans 1880-1900, showing Swedish drama gradually incorporated more female voices over two decades."
4-1_3_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-2_3_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
4-3_6_extracted-info.json,4-3,True,,['get_corpus_metadata'],60,Open question,60.0,"[1880, 1900, 1880, 1900, 1880, 1885, 15, 5, 1881, 7, 6, 1900, 1884, 9, 9, 1885, 1891, 3, 10, 1883, 16, 19, 1885, 0, 8, 1891, 1891, 1900, 11, 10, 1889, 4, 10, 1896, 60]","Now let me organize this data to show the gender distribution trends over time:

**Gender Distribution in Swedish Drama Over Time (1880-1900)**

The Swedish drama corpus spans 1880-1900 with notable gender trends:

**Early Period (1880-1885):**
- Male-dominated: Strindberg's works show 15M:5F in *Anno fyrtiåtta* (1881) and 7M:6F in *Ingrid* (1900 but earlier style)
- Comedies more balanced: *Småstadslif* (1884): 9M:9F

**Mid Period (1885-1891):**
- Increasing female presence: Leffler's plays show more female leads and ensemble: 3M:10F in *Elfvan* (1883), 16M:19F in *Hur man gör godt* (1885), 0M:8F in *Moster Malvina* (1891)
- Women authors contributed more: Benedictsson, Leffler dominate with female-centered plots

**Late Period (1891-1900):**
- Female representation continues strong: Topelius works show 11M:10F in *Station Sylvester* (1889), 4M:10F in *Snurran* (1896)
- Genre split: Comedies increasingly female-focused; dramas remain male-heavy

**Overall Pattern:** From heavily male-dominated (60%+ male speakers in early period) to more balanced representation, particularly in comedies and works by women authors."
1-2_6_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_metadata']",103,103,103.0,[103],103
5-2_2_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
4-1_2_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-2_1_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
3-1_9_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 27, 95, 5, 19, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 49, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I need to calculate the mean number of characters for each corpus by dividing the total characters by the number of plays.

Let me calculate the mean for each corpus:

- als: 375/30 = 12.5
- am: 762/40 = 19.05
- ar: 140/8 = 17.5
- bash: 56/3 = 18.67
- cal: 3406/205 = 16.61
- cze: 364/11 = 33.09
- dutch: 2175/186 = 11.69
- eng: 11145/753 = 14.80
- fre: 17830/1940 = 9.19
- ger: 16125/750 = 21.5
- gersh: 1497/38 = 39.39
- greek: 449/40 = 11.23
- hun: 1718/74 = 23.22
- ibs: 754/37 = 20.38
- ita: 1768/157 = 11.27
- neolat: 95/5 = 19
- pol: 586/50 = 11.72
- ro: 667/30 = 22.23
- rom: 405/36 = 11.25
- rus: 3707/212 = 17.49
- shake: 1433/37 = 38.73
- span: 580/25 = 23.2
- swe: 769/68 = 11.31
- tat: 30/3 = 10
- test: 93/4 = 23.25
- u: 1132/47 = 24.09
- yi: 119/8 = 14.88

The highest mean number of characters is in the **gersh** corpus with 39.39 characters per play.

gersh"
1-4_8_extracted-info.json,1-4,True,False,['get_play_metadata'],121,103,121.0,[121],"Looking at the metadata, the characters array contains all the characters in the play. Let me count them:

From the characters array in the response, I can count all the character objects. The metadata shows the complete list of characters.

121"
4-1_1_extracted-info.json,4-1,False,False,[],,Open question,,[],
1-2_5_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
3-1_10_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 68, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 48, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375 / 30 = 12.5
- am: 762 / 40 = 19.05
- ar: 140 / 8 = 17.5
- bash: 56 / 3 = 18.67
- cal: 3406 / 205 = 16.61
- cze: 364 / 11 = 33.09
- dutch: 2175 / 186 = 11.68
- eng: 11145 / 753 = 14.80
- fre: 17830 / 1940 = 9.19
- ger: 16125 / 750 = 21.5
- gersh: 1497 / 38 = 39.39
- greek: 449 / 40 = 11.23
- hun: 1718 / 74 = 23.22
- ibs: 754 / 37 = 20.38
- ita: 1768 / 157 = 11.26
- neolat: 95 / 5 = 19.0
- pol: 586 / 50 = 11.72
- ro: 667 / 30 = 22.23
- rom: 405 / 36 = 11.25
- rus: 3707 / 212 = 17.48
- shake: 1433 / 37 = 38.73
- span: 580 / 25 = 23.2
- swe: 769 / 68 = 11.31
- tat: 30 / 3 = 10.0
- test: 93 / 4 = 23.25
- u: 1132 / 47 = 24.09
- yi: 119 / 8 = 14.88

The corpus with the highest mean number of characters is German Shakespeare Drama Corpus (gersh) with 39.39 characters per play.

gersh"
4-3_5_extracted-info.json,4-3,True,,['get_corpus_metadata'],1890,Open question,1890.0,"[67, 1880, 1900, 1880, 1889, 60, 65, 35, 40, 1890, 1900, 50, 55, 45, 50, 1890]","Based on the Swedish drama corpus (67 plays from 1880-1900), here's the gender distribution trend:

**Early period (1880-1889):** Male characters dominate with roughly 60-65% male speakers, 35-40% female speakers.

**Late period (1890-1900):** More balanced representation with ~50-55% male speakers, 45-50% female speakers.

**Key observation:** The ratio of male to female speakers narrows over time, indicating a gradual increase in female character representation in Swedish drama during the 1890s."
1-4_9_extracted-info.json,1-4,True,True,['get_play_metadata'],111,103,111.0,[111],111
3-1_8_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 49, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375 characters / 30 plays = 12.5
- am: 762 characters / 40 plays = 19.05
- ar: 140 characters / 8 plays = 17.5
- bash: 56 characters / 3 plays = 18.67
- cal: 3406 characters / 205 plays = 16.61
- cze: 364 characters / 11 plays = 33.09
- dutch: 2175 characters / 186 plays = 11.69
- eng: 11145 characters / 753 plays = 14.80
- fre: 17830 characters / 1940 plays = 9.19
- ger: 16125 characters / 750 plays = 21.5
- gersh: 1497 characters / 38 plays = 39.39
- greek: 449 characters / 40 plays = 11.23
- hun: 1718 characters / 74 plays = 23.22
- ibs: 754 characters / 37 plays = 20.38
- ita: 1768 characters / 157 plays = 11.26
- neolat: 95 characters / 5 plays = 19.0
- pol: 586 characters / 50 plays = 11.72
- ro: 667 characters / 30 plays = 22.23
- rom: 405 characters / 36 plays = 11.25
- rus: 3707 characters / 212 plays = 17.49
- shake: 1433 characters / 37 plays = 38.73
- span: 580 characters / 25 plays = 23.2
- swe: 769 characters / 68 plays = 11.31
- tat: 30 characters / 3 plays = 10.0
- test: 93 characters / 4 plays = 23.25
- u: 1132 characters / 47 plays = 24.09
- yi: 119 characters / 8 plays = 14.88

The highest mean is gersh (German Shakespeare) with 39.39 characters per play.

gersh"
4-3_4_extracted-info.json,4-3,True,,"['get_corpus', 'get_corpus_metadata']",4,Open question,4.0,"[68, 1880, 1900, 1880, 1886, 2, 1, 1887, 1893, 1, 5, 1, 1894, 1900, 8, 0, 5, 0, 8, 4]","Based on the metadata from the Swedish Drama Corpus (68 plays, 1880-1900), here's the gender distribution trend:

**Early Period (1880-1886):** Male-dominated. Average ratio ~2:1 (male:female speakers).

**Mid Period (1887-1893):** More balanced. Ratio approaches ~1.5:1.

**Late Period (1894-1900):** Increasingly female-centered. Several plays feature more female than male characters (e.g., *Moster Malvina* 8F:0M, *Tidernas spegel* 5F:0M, *Askungen* 8F:4M).

**Overall trend:** Gender representation shifts from male-dominated to more balanced/female-inclusive drama over the two decades, reflecting changing social attitudes toward women's roles."
1-2_4_extracted-info.json,1-2,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_metadata']",103,103,103.0,[103],103
